date,keyword_category,search_volume,mention_count,avg_stars_per_mention,influence_score,trend_direction,competitiveness,adoption_rate
2025-08,云原生,103,11,180.63636363636363,322.1030151176522,down,0.3352830345197485,0.9365761580658497
2025-09,云原生,88,11,180.63636363636363,277.33144142044733,down,0.3719150032938992,0.806394239499909
2025-10,云原生,91,11,180.63636363636363,286.64015835590703,down,0.830868257078351,0.833461115420803
2025-10,云原生,95,11,180.63636363636363,297.04258189474245,down,0.7803970779920124,0.863708152596216
2025-11,云原生,106,11,180.63636363636363,333.27080971902603,down,0.6151414964650628,0.9690486580764527
2025-12,云原生,97,11,180.63636363636363,304.15810451716305,down,0.5464092927543059,0.8843978963351969
2025-02,区块链,30,3,232.33333333333334,184.38583877776185,down,0.7285787728122415,1.0019517394821142
2025-03,区块链,31,3,232.33333333333334,192.67391273950489,up,0.8721043947119922,1.0469890925563592
2025-04,区块链,33,3,232.33333333333334,202.64213992563387,up,0.30179702159614136,1.101156389974101
2025-05,区块链,38,3,232.33333333333334,234.88142463071384,up,0.7762100727954337,1.276344504224282
2025-06,区块链,40,3,232.33333333333334,245.69881039980118,up,0.4761033326561795,1.3351261251981663
2025-07,区块链,27,3,232.33333333333334,168.38688701980269,up,0.7623828730799289,0.9150135144533548
2025-08,区块链,31,3,232.33333333333334,191.64225745805643,down,0.35333565715645976,1.0413830828397503
2025-09,区块链,26,3,232.33333333333334,162.682174660629,down,0.5065701226747326,0.8840141355997084
2025-10,区块链,29,3,232.33333333333334,183.46065778124887,down,0.5366478581508067,0.996924310505265
2025-10,区块链,32,3,232.33333333333334,198.6810717244785,down,0.5971119991937233,1.0796319648845014
2025-11,区块链,24,3,232.33333333333334,150.7006587933102,down,0.6215284451842438,0.8189066374074965
2025-12,区块链,29,3,232.33333333333334,182.08589438426836,down,0.3472015974135191,0.9894538529792876
2025-02,大数据,40,4,370.0,343.863743333004,down,0.7770238536312466,1.0097972801991144
2025-03,大数据,37,4,370.0,317.23382370592634,up,0.4495327410767963,0.9315953152268944
2025-04,大数据,47,4,370.0,403.8047142578394,up,0.8422809890475569,1.1858211576387792
2025-05,大数据,50,4,370.0,433.0745660428806,up,0.687758883479365,1.2717756012154098
2025-06,大数据,45,4,370.0,389.9148477097798,up,0.7220440921781095,1.1450318923134835
2025-07,大数据,32,4,370.0,274.6359228824654,up,0.3307371384797087,0.8065014510794735
2025-08,大数据,39,4,370.0,339.89059702023314,down,0.7430186816882058,0.998129657722895
2025-09,大数据,37,4,370.0,322.6143064275702,down,0.33458083921143933,0.9473957504975963
2025-10,大数据,36,4,370.0,314.1062443407785,down,0.42092707770233295,0.9224108018905331
2025-10,大数据,37,4,370.0,317.62339049502145,down,0.5280884318178201,0.932739325003183
2025-11,大数据,37,4,370.0,322.8252739055435,down,0.5687144275714586,0.9480152818951288
2025-12,大数据,30,4,370.0,261.92499795049554,down,0.6918597617966186,0.7691742897431061
2025-02,DevOps,48,4,233.75,162.99182329024453,down,0.7901108799279024,1.207100948253093
2025-03,DevOps,37,4,233.75,127.49494545741562,up,0.5822386363984111,0.9442146633642452
2025-04,DevOps,41,4,233.75,139.79735020833172,up,0.6801401630453934,1.0353250279263981
2025-05,DevOps,47,4,233.75,159.72215143537096,up,0.3271521136062306,1.1828860893919455
2025-06,DevOps,48,4,233.75,163.11851266280462,up,0.6532555741124484,1.208039196925105
2025-07,DevOps,38,4,233.75,128.48144662970384,up,0.616014532251913,0.9515205912107076
2025-08,DevOps,39,4,233.75,133.11432877206647,down,0.8854813206148431,0.9858312475019271
2025-09,DevOps,39,4,233.75,132.30068627249833,down,0.8836535034682449,0.9798054934920538
2025-10,DevOps,31,4,233.75,105.77416283162755,down,0.8410687511767254,0.7833527454157675
2025-10,DevOps,35,4,233.75,118.45315130775559,down,0.653533615468024,0.8772520509359618
2025-11,DevOps,38,4,233.75,128.5399958284113,down,0.6054503297898874,0.9519542006510621
2025-12,DevOps,39,4,233.75,134.55280643760676,down,0.6050944806417957,0.9964844675166671
2025-02,数据库,16,2,464.5,211.82688863855617,down,0.3264666643000148,0.8070518102585291
2025-03,数据库,18,2,464.5,236.3256881348697,up,0.31276193135476416,0.900391237607611
2025-04,数据库,22,2,464.5,296.0322127089006,up,0.6954835152075544,1.1278706622048256
2025-05,数据库,20,2,464.5,274.6011907374849,up,0.418043690397974,1.0462193421628563
2025-06,数据库,25,2,464.5,336.0177517908422,up,0.7202110393330874,1.2802139360339935
2025-07,数据库,20,2,464.5,264.5922950298661,up,0.4202516671329606,1.0080858575451137
2025-08,数据库,20,2,464.5,269.5942049787216,down,0.8701589464289015,1.0271429305395725
2025-09,数据库,18,2,464.5,243.24330209820585,down,0.3620935860589874,0.9267470648005708
2025-10,数据库,17,2,464.5,224.81708327653823,down,0.6342498866770965,0.8565439222636424
2025-10,数据库,18,2,464.5,240.77916037685438,down,0.6326071867387264,0.9173587852968124
2025-11,数据库,20,2,464.5,271.35614227270895,down,0.6386833575769194,1.0338558398015352
2025-12,数据库,21,2,464.5,277.7801839651911,down,0.8989419646747165,1.0583311767637866
2025-02,前端框架,47,5,878.2,251.70436675945518,down,0.4778583473615371,0.9510695729497955
2025-03,前端框架,47,5,878.2,249.52768372992878,up,0.6533222053618971,0.9428449361427705
2025-04,前端框架,52,5,878.2,277.83693474760975,up,0.7301397447728672,1.0498119610797862
2025-05,前端框架,53,5,878.2,282.33265804071556,up,0.8916725311703022,1.0667991341174345
2025-06,前端框架,58,5,878.2,309.7281301810428,up,0.6723685927346909,1.1703134287826475
2025-07,前端框架,54,5,878.2,286.324518673675,up,0.580390182516189,1.0818824528390842
2025-08,前端框架,51,5,878.2,270.95030926492217,down,0.4451389056861247,1.0237907202041994
2025-09,前端框架,44,5,878.2,238.1296340472312,down,0.8126957279404006,0.8997771960644132
2025-10,前端框架,40,5,878.2,216.63495487590305,down,0.7581654053835144,0.818559156014657
2025-10,前端框架,42,5,878.2,227.15491386931626,down,0.3654752079797091,0.85830901429533
2025-11,前端框架,57,5,878.2,305.70997999112035,down,0.6213983126559441,1.155130774487143
2025-12,前端框架,53,5,878.2,281.06745341830987,down,0.6690907304051472,1.0620185352131835
2025-02,编程语言,155,14,463.35714285714283,488.4609423033752,down,0.6990083048609451,1.1136475798330865
2025-03,编程语言,159,14,463.35714285714283,500.1344813220284,up,0.8793478903279524,1.140262212345784
2025-04,编程语言,172,14,463.35714285714283,540.5879722763364,up,0.4854530827440854,1.232492580007574
2025-05,编程语言,185,14,463.35714285714283,581.0746959616713,up,0.6880939767993495,1.3247987153454956
2025-06,编程语言,157,14,463.35714285714283,493.1290545255021,up,0.6712333675595539,1.124290461235326
2025-07,编程语言,139,14,463.35714285714283,436.48006522972497,up,0.5905831472472618,0.995135795292659
2025-08,编程语言,148,14,463.35714285714283,465.12758597933663,down,0.7493564032988309,1.0604495990956426
2025-09,编程语言,140,14,463.35714285714283,439.151260496107,down,0.4045721061498049,1.0012258833345815
2025-10,编程语言,117,14,463.35714285714283,367.45835194108554,down,0.4287650310715906,0.8377724171741147
2025-10,编程语言,136,14,463.35714285714283,427.3725391888504,down,0.8020653773193218,0.9743714445426099
2025-11,编程语言,131,14,463.35714285714283,411.8547029264597,down,0.7658113048483479,0.9389921556349529
2025-12,编程语言,126,14,463.35714285714283,395.079942365664,down,0.7603010219423956,0.9007471909245358
