date,language,project_count,avg_stars,avg_openrank,activity_score,trend_direction,popularity_index
2025-12,Lua,2,148.56054535223225,153.83356391848938,338.28351848783007,up,2.348783325726992
2026-01,Lua,2,141.82231509464555,146.8561664367401,322.9400621582028,up,2.2422500410220643
2025-02,C++,28,290.24809016482357,260.16957429457324,671.1943377179147,down,28.41706131836498
2025-03,C++,27,285.37147537574765,255.79832488186568,659.9172394541486,down,27.939610936491594
2025-04,C++,28,287.6176120116091,257.81169355563594,665.1113966004534,down,28.159521436073017
2025-05,C++,29,296.58377658639233,265.8486912121985,685.8455171599514,down,29.03736372736072
2025-06,C++,31,318.02582279955317,285.0686903243881,735.4299261363782,down,31.13667105332656
2025-07,C++,28,296.0790586381875,265.39627736978974,684.6783645051748,down,28.987948756621474
2025-08,C++,31,323.532365604088,290.00458808163813,748.1637234499325,down,31.67579523650312
2025-09,C++,32,328.4881716757629,294.4468221553298,759.623950362183,up,32.16099892876768
2025-10,C++,33,342.4368637537216,306.95000616535305,791.8800907418838,up,33.52666110372033
2025-11,C++,31,321.96718629849016,288.60160888063524,744.5442698754612,up,31.522554619911457
2025-12,C++,35,360.96214349994904,323.55550438767347,834.7195211865331,up,35.340399172382426
2026-01,C++,34,351.7952010936255,315.33853557977636,813.5211049150718,up,34.44289950472058
2025-02,Scala,0,262.42871895774624,249.2282910877646,750.1511766086827,down,0.8776880232700542
2025-03,Scala,0,264.5030405244332,251.19827219838808,756.0806144007619,down,0.8846255535934219
2025-04,Scala,0,252.55241475833043,239.84877489891477,721.9198106013293,down,0.8446569055462557
2025-05,Scala,0,283.697313584857,269.42705406540466,810.9473476516437,down,0.948820446772097
2025-06,Scala,1,305.5724426513097,290.20184219152475,873.4772943466486,down,1.0219814135495309
2025-07,Scala,0,292.0631662721539,277.37209596869843,834.8610955891212,down,0.9767998871978392
2025-08,Scala,0,287.6114847500561,273.1443384937322,822.1359862910551,down,0.9619113202343014
2025-09,Scala,1,325.1179647593681,308.76420492665596,929.3480712380746,up,1.0873510527069166
2025-10,Scala,1,307.4759771694307,292.0096270134834,878.9185382171931,up,1.0283477497305373
2025-11,Scala,1,307.51571326155823,292.0473643403079,879.0321236371948,up,1.0284806463597265
2025-12,Scala,0,287.8366414351501,273.3581695716563,822.7795955458478,up,0.9626643526259201
2026-01,Scala,1,316.62271794475566,300.6962775504776,905.0644508368001,up,1.0589388560025272
2025-02,Swift,1,150.92516962721677,197.31094247521597,504.7800101874856,down,1.724859081453906
2025-03,Swift,1,145.227080481126,189.86158633071094,485.7223440320174,down,1.65973806264144
2025-04,Swift,1,152.75596725301912,199.70442267418278,510.90324361824054,down,1.7457824828916473
2025-05,Swift,1,158.91778135861102,207.76002633217044,531.5118710239715,down,1.816203215526983
2025-06,Swift,2,181.26200111612468,236.9715824305862,606.2437100186729,down,2.0715657270414245
2025-07,Swift,1,173.5829131484175,226.93238162663258,580.5604518043929,down,1.9838047216962
2025-08,Swift,2,175.62030531972346,229.59595172898818,587.3746554493379,down,2.0070892036539822
2025-09,Swift,2,189.01754521073522,247.11073760593177,632.1826812105332,up,2.160200516694117
2025-10,Swift,2,190.23728445877322,248.70535499943105,636.2621862498283,up,2.174140393814551
2025-11,Swift,2,186.9020021854818,244.34499754288834,625.1070964523572,up,2.136022882119792
2025-12,Swift,2,180.71611178711814,236.25791791551904,604.4179441657158,up,2.065326991852779
2026-01,Swift,2,195.18931361885458,255.17935495022658,652.8246014920891,up,2.2307350127869094
2025-02,Rust,6,505.73755422827526,266.65935759983927,697.8733010731252,down,6.416659802482002
2025-03,Rust,6,484.1951226914712,255.30071731948985,668.1466420895501,down,6.143335321564498
2025-04,Rust,6,493.8220356603692,260.3766829196184,681.4309344593353,down,6.265478960993809
2025-05,Rust,7,556.8985624450536,293.6349331156103,768.4709883359474,down,7.06577668560529
2025-06,Rust,6,545.8488053776039,287.8087469907997,753.223296373494,down,6.92558038930673
2025-07,Rust,7,576.0893933790393,303.753649050148,794.9526455161688,down,7.309264701080509
2025-08,Rust,6,547.6371829746794,288.7517017253157,755.6911000135476,down,6.94827083525616
2025-09,Rust,7,583.7738448980275,307.80541639158525,805.5565120941135,up,7.40676292076731
2025-10,Rust,7,558.2845867811644,294.3657397484084,770.383579897959,up,7.083362183396443
2025-11,Rust,7,616.1840704680245,324.89429946523643,850.2797700723993,up,7.817975000759504
2025-12,Rust,7,594.6700779783835,313.55065419165254,820.5923544702126,up,7.545011346696219
2026-01,Rust,7,588.5554850303815,310.32662343920674,812.1547545141403,up,7.467431063306241
2025-02,Go,21,232.44967171257022,259.23046100150214,807.7817849990436,down,21.97091416075188
2025-03,Go,22,239.64607692474934,267.2559721883433,832.7898867745475,down,22.651111297697224
2025-04,Go,24,256.93408194733513,286.53574780077264,892.8671303917586,down,24.285156515156395
2025-05,Go,24,257.85925360466075,287.56750952995503,896.0821782224526,down,24.372602829523306
2025-06,Go,24,258.60380439541274,288.3978408584687,898.6695536415917,down,24.442977037374025
2025-07,Go,22,237.69323129295563,265.0781370050757,826.0035871052219,down,22.46653025084424
2025-08,Go,25,266.7319149720769,297.4624002374351,926.915408419163,down,25.211238048255588
2025-09,Go,24,257.10520434993214,286.72658540869907,893.4617948574243,up,24.30133083620723
2025-10,Go,29,312.3813730415845,348.3711839437846,1085.5510410356824,up,29.525979890395842
2025-11,Go,27,295.92461373711603,330.0184228077601,1028.3624448620517,up,27.970503199984677
2025-12,Go,26,283.14172983944513,315.76280841472544,983.9408688012167,up,26.762277596681333
2026-01,Go,29,307.2879545955945,342.69094700432277,1067.8509917573322,up,29.044554992536614
2025-02,PowerShell,0,34.18040087900198,156.34115362055505,395.7919519784034,down,0.8545100219750494
2025-03,PowerShell,0,36.31330312716358,166.09704850364625,420.4898935609907,down,0.9078325781790896
2025-04,PowerShell,0,38.50271895847862,176.1114365160812,445.84223417970315,down,0.9625679739619655
2025-05,PowerShell,0,35.14486710452305,160.75262213608846,406.95998863682473,down,0.8786216776130764
2025-06,PowerShell,0,38.57082560844838,176.4229563330429,446.63087513302804,down,0.9642706402112095
2025-07,PowerShell,1,42.470547248786026,194.2602831159473,491.78770186731776,down,1.0617636812196505
2025-08,PowerShell,0,37.95704239813201,173.61551192905583,439.52357244916965,down,0.9489260599533003
2025-09,PowerShell,0,36.8956129136199,168.76053346689744,427.2327497332617,up,0.9223903228404976
2025-10,PowerShell,1,41.76259208773924,191.0220962093193,483.58993507997656,up,1.044064802193481
2025-11,PowerShell,1,44.10953908758738,201.75703178662468,510.766407864718,up,1.1027384771896844
2025-12,PowerShell,1,43.91350565328164,200.86037485811025,508.4964387121748,up,1.097837641332041
2026-01,PowerShell,1,42.610848974939145,194.9020232113717,493.4123257053079,up,1.0652712243734788
2025-02,OpenAPI,0,35.79277690526964,297.53171906992355,1340.4054067433906,down,0.8522089739349914
2025-03,OpenAPI,0,38.65580118191539,321.33094920576474,1447.6229392139865,down,0.9203762186170331
2025-04,OpenAPI,0,38.362832620148914,318.89561315887124,1436.6515455935098,down,0.9134007766702122
2025-05,OpenAPI,0,40.184995982932364,334.0425630362185,1504.8898281360714,down,0.9567856186412469
2025-06,OpenAPI,0,39.50519917558873,328.39167114698313,1479.4320851265827,down,0.9405999803711601
2025-07,OpenAPI,0,41.2608609950148,342.9858190283219,1545.1799482052138,down,0.9824014522622573
2025-08,OpenAPI,1,45.46048997297782,377.8957348634702,1702.4520537832832,down,1.0823926184042338
2025-09,OpenAPI,1,45.286591167406364,376.45018033991863,1695.9397091325422,up,1.0782521706525325
2025-10,OpenAPI,1,44.19433097882772,367.37063749138395,1655.0356053180708,up,1.0522459756863745
2025-11,OpenAPI,1,42.788396988620846,355.68364382469514,1602.384716369576,up,1.018771356871925
2025-12,OpenAPI,1,48.23285531056787,400.94135177568006,1806.27449532809,up,1.1484013169182827
2026-01,OpenAPI,1,48.05199301813633,399.4379124386175,1799.5013747263308,up,1.1440950718603888
2025-02,C#,10,330.5557140693605,349.0708243827432,733.4503289628674,down,10.260836996332811
2025-03,C#,10,347.2463976188576,366.6963876937194,770.4842897112363,down,10.778935386315046
2025-04,C#,10,324.2369059883973,342.3980867713301,719.4299031514922,down,10.064693783645014
2025-05,C#,11,369.21755058352534,389.89819045065684,819.2347686282267,down,11.460945739173884
2025-06,C#,10,329.46782983251995,347.922005496172,731.0364876120058,down,10.227067793895857
2025-07,C#,11,371.9168104375531,392.74864144080675,825.2239950842471,down,11.544733930374575
2025-08,C#,11,385.0564740589329,406.6242848413155,854.3788098261282,down,11.952604497625854
2025-09,C#,12,406.8642255778589,429.65353369903823,902.766727035572,up,12.629542677993467
2025-10,C#,12,393.4749406229818,415.5142871570356,873.0580424273501,up,12.213923571827847
2025-11,C#,12,408.24057727358723,431.1069777044493,905.8206316000192,up,12.672266248630432
2025-12,C#,13,419.96733166473604,443.4905719018055,931.8404264478254,up,13.036278456503988
2026-01,C#,12,399.4492885622228,421.82327070061643,886.3141662057927,up,12.399374337779713
2025-02,YAML,1,150.5323483970542,569.6514604509815,1134.819372802014,down,1.8527058264252823
2025-03,YAML,1,145.80646028251192,551.7675365300175,1099.1922837199286,down,1.7945410496309158
2025-04,YAML,1,153.35317633770873,580.3261677360653,1156.084770096903,down,1.8874237087717998
2025-05,YAML,1,148.07462401227113,560.3508264006523,1116.2913070768777,down,1.8224569109202602
2025-06,YAML,1,149.28124061964593,564.9169606562772,1125.3876369765603,down,1.8373075768571807
2025-07,YAML,2,176.71340326085706,668.7270166229627,1332.1906924964944,down,2.1749341939797793
2025-08,YAML,1,152.14415246046832,575.75092377871,1146.9702924933667,down,1.8725434148980715
2025-09,YAML,2,164.8530711944139,623.844600617187,1242.7791159138758,up,2.0289608762389406
2025-10,YAML,2,166.55664275568995,630.2913347457476,1255.621843947264,up,2.0499279108392607
2025-11,YAML,2,162.55967190314692,615.1658131699764,1225.4898490352684,up,2.000734423423347
2025-12,YAML,2,178.49694701266802,675.4763852059696,1345.636307497839,up,2.196885501694376
2026-01,YAML,2,174.11880797793899,658.9084294027924,1312.6307970787343,up,2.1430007135746334
2025-02,C,12,338.562379197368,240.72578164184412,599.7869376830823,down,12.073653109169696
2025-03,C,11,317.73437585231864,225.91658341621056,562.8886728079481,down,11.330894602034576
2025-04,C,11,311.27801366750293,221.32595867761086,551.4507755655436,down,11.100650835578813
2025-05,C,12,343.8613640030404,244.49348395501264,609.1744599380894,down,12.262623025219208
2025-06,C,12,345.86911468295887,245.9210417153022,612.7313307126694,down,12.334222490276439
2025-07,C,13,374.32679983018244,266.1551224097474,663.1461106077868,down,13.349067138911337
2025-08,C,13,380.7802684903477,270.7436897845466,674.5788817688667,down,13.579207717845275
2025-09,C,13,368.40125183334555,261.9419189918825,652.6485878306179,up,13.13775301958966
2025-10,C,14,405.3740098277391,288.23041592634735,718.1484149163304,up,14.456258210780314
2025-11,C,13,375.39174851425184,266.91232586805495,665.0327416963381,up,13.38704484045338
2025-12,C,15,420.89345768930207,299.2651068627159,745.6422024112271,up,15.009705496833096
2026-01,C,14,412.9590005955877,293.62352202297035,731.585756642802,up,14.72675060153077
2025-02,PHP,6,98.01596482590732,242.3978758908896,489.33882752370994,down,6.541211416953148
2025-03,PHP,7,119.44640498536398,295.39631531130186,596.3290150872539,down,7.971397204445562
2025-04,PHP,7,108.81624469128998,269.1074522649613,543.2585771853218,down,7.261980876165337
2025-05,PHP,7,110.97960049748309,274.4575281750321,554.0590013366264,down,7.406354986276244
2025-06,PHP,8,120.90531954862672,299.00427644160646,603.6125585703207,down,8.068759594486037
2025-07,PHP,7,114.38196089329233,282.8717179901739,571.045081612993,down,7.633415534067476
2025-08,PHP,7,118.74267140602637,293.65595061533105,592.8156673870727,down,7.924432711142532
2025-09,PHP,7,119.67832854584067,295.96987267543585,597.4868795571936,up,7.986874897741191
2025-10,PHP,8,130.69104272913927,323.204808642923,652.4671948138025,up,8.721821412580724
2025-11,PHP,8,126.34991207429769,312.4689978842629,630.7943603062761,up,8.432110920495361
2025-12,PHP,8,125.11206423287616,309.40774466934386,624.6144791772189,up,8.349501679774844
2026-01,PHP,8,129.79531410307058,320.98963158764064,647.9953233545111,up,8.662043902603251
2025-02,Dart,2,391.6557036490091,480.98116028769516,1048.406137445293,down,2.4192871193144008
2025-03,Dart,2,453.0511107905576,556.3791026338672,1212.7528354722833,down,2.7985312265717353
2025-04,Dart,2,447.68093086551727,549.7841383649073,1198.3776341407502,down,2.765359216053298
2025-05,Dart,3,497.710528198037,611.2240549792365,1332.299689682512,down,3.074395850228094
2025-06,Dart,2,485.0248041271272,595.6450803189214,1298.3418260539042,down,2.9960351661936473
2025-07,Dart,3,491.03830208085634,603.0300850468608,1314.4390974672028,down,3.0331810011857976
2025-08,Dart,2,449.73118885206253,552.3020015188713,1203.8658806705814,down,2.7780238158329187
2025-09,Dart,3,509.5870305958426,625.809247663103,1364.0913829713747,up,3.14775791033808
2025-10,Dart,3,563.4005053320781,691.89603582065,1508.1423355429401,up,3.4801678435063157
2025-11,Dart,3,501.69677390444804,616.1194492431221,1342.9702976298215,up,3.099019193644497
2025-12,Dart,3,512.2516536379111,629.0815949583488,1371.2241966269787,up,3.1642174898704183
2026-01,Dart,3,533.9572519370225,655.7376190054321,1429.3269697046921,up,3.29829462418202
2025-02,Shell,1,106.60651077853153,206.18726717202009,424.867618619211,down,1.7125543900165707
2025-03,Shell,1,117.9730827747193,228.17131298585173,470.16774466795357,down,1.8951499240918765
2025-04,Shell,1,116.18300561244489,224.70913121645515,463.03360421512366,down,1.8663936644569459
2025-05,Shell,1,113.03545679291643,218.6214684212877,450.4894212972633,down,1.8158306312115091
2025-06,Shell,1,123.68581256730016,239.2202830292614,492.93515244693157,down,1.9869206838120508
2025-07,Shell,1,117.68292341987066,227.61011682640773,469.01134893551347,down,1.8904887296364767
2025-08,Shell,1,122.23532270454263,236.4148958284365,487.15439694409605,down,1.9636196418400422
2025-09,Shell,2,128.95687534989762,249.41502650504896,513.9423486836321,up,2.0715963911630135
2025-10,Shell,2,133.97799672227566,259.12635920273385,533.9534330414356,up,2.1522569754582435
2025-11,Shell,2,132.1773398679622,255.6437152892045,526.7771284794014,up,2.1233307609311196
2025-12,Shell,2,129.00863579978096,249.51513620408235,514.14863382438,up,2.0724278843338304
2026-01,Shell,2,130.8531741099288,253.08265108273338,521.4998227298352,up,2.102059021846246
2025-02,Ruby,4,223.4722530364033,292.56799484629266,706.1795458602902,down,4.516415784890931
2025-03,Ruby,4,227.7609300734652,298.1826947664307,719.7319039773424,down,4.603090745219588
2025-04,Ruby,4,223.4226972402201,292.50311681456685,706.0229479419004,down,4.515414253035976
2025-05,Ruby,4,243.972942421488,319.407325030984,770.9623872335487,down,4.93073852913274
2025-06,Ruby,4,204.61161346091978,267.87580408371525,646.5793149185101,down,4.135238752241709
2025-07,Ruby,4,246.5800245748562,322.82049506729373,779.2008511415763,down,4.983428144196771
2025-08,Ruby,4,233.4211057458597,305.5929491691572,737.6182421312335,down,4.717483947976146
2025-09,Ruby,5,267.1183003468275,349.70903303369175,844.102466712801,up,5.398510516306133
2025-10,Ruby,5,259.32268360240187,339.50307713304915,819.4680657190339,up,5.240959652433345
2025-11,Ruby,5,268.255698588276,351.1981052487917,847.6966819350262,up,5.421497546246483
2025-12,Ruby,5,260.2937087635302,340.7743351101651,822.5365366275578,up,5.260584251486059
2026-01,Ruby,5,267.32512135575575,349.979801359746,844.7560277888399,up,5.402690407351571
2025-02,Julia,1,137.67839007891035,176.46511105464413,411.513692486496,down,1.7538648417695588
2025-03,Julia,1,127.62967817269889,163.58547859039615,381.4786046351054,down,1.6258557729006227
2025-04,Julia,1,142.06617705217747,182.08902425611254,424.6285641680895,down,1.8097602172251905
2025-05,Julia,1,136.55076009486007,175.01980543878148,408.14326392302235,down,1.7395001285969434
2025-06,Julia,1,156.1436661972495,200.1324200565128,466.7054618984222,down,1.9890912891369361
2025-07,Julia,2,163.6281046523901,209.7253726063724,489.0760670681774,down,2.084434454170575
2025-08,Julia,1,149.52904181525992,191.65432537888375,446.93468667157924,down,1.9048285581561772
2025-09,Julia,2,172.4862609315863,221.07904641568857,515.5526448156742,up,2.1972772093195707
2025-10,Julia,2,170.1455807201113,218.07895037138852,508.5564709339046,up,2.167459627007787
2025-11,Julia,2,172.38117780627832,220.94435929909162,515.2385567086827,up,2.1959385707806156
2025-12,Julia,2,166.93456482334844,213.96332789428286,498.95890803712496,up,2.1265549659025282
2026-01,Julia,2,166.36928137950295,213.23879294265845,497.2693046277226,up,2.119353902923604
2025-02,Lean,0,23.102843474541142,94.01009066660282,336.2665073406412,down,0.9241137389816456
2025-03,Lean,0,22.35373618332293,90.96182327717767,325.36310089550193,down,0.8941494473329172
2025-04,Lean,0,24.21121055488695,98.520257989946,352.39901186849056,down,0.9684484221954781
2025-05,Lean,0,21.607333184702558,87.92456019519165,314.49905596998263,down,0.8642933273881023
2025-06,Lean,0,22.669400002282458,92.24632248928778,329.95765091322164,down,0.9067760000912983
2025-07,Lean,1,25.70586966132295,104.60232482585535,374.1540740944878,down,1.028234786452918
2025-08,Lean,0,23.630226878517274,96.1561192140625,343.94267826219465,down,0.945209075140691
2025-09,Lean,0,24.606904195791213,100.1304145535136,358.1584119505803,up,0.9842761678316485
2025-10,Lean,1,26.543370052130605,108.01028141612987,386.3440597827714,up,1.0617348020852242
2025-11,Lean,1,26.009062830250578,105.83607846885566,378.5671113068632,up,1.0403625132100232
2025-12,Lean,1,26.17405922721655,106.50748180738958,380.9686668639823,up,1.046962369088662
2026-01,Lean,1,29.895746031425816,121.65176975107794,435.138562636609,up,1.1958298412570325
2025-02,Clojure,1,453.3432193035313,237.6489594765429,561.1245486496591,down,1.8151880652794048
2025-03,Clojure,1,443.6439620777969,232.56447097149297,549.1193148636803,down,1.7763522005116992
2025-04,Clojure,2,540.602880318097,283.3917141078922,669.12999753967,down,2.164576097369758
2025-05,Clojure,1,447.6013792998071,234.63900533084686,554.0175991171216,down,1.7921977149141426
2025-06,Clojure,2,500.6275001044644,262.43605158128827,619.6505607148862,down,2.0045145149327905
2025-07,Clojure,1,497.92047905156323,261.0169926671804,616.299951503552,down,1.993675591798051
2025-08,Clojure,1,448.99493157041496,235.36952523935,555.7424653014352,down,1.7977775037854453
2025-09,Clojure,2,507.390849299974,265.98149536526864,628.0218809488596,up,2.0315949921920877
2025-10,Clojure,1,486.2954803034914,254.92300308321862,601.9111354855556,up,1.9471290502642298
2025-11,Clojure,2,536.0349930235199,280.9971626591463,663.4761053288413,up,2.146286258352432
2025-12,Clojure,1,484.9589968569533,254.2223994634814,600.256906109701,up,1.9417777651930062
2026-01,Clojure,2,621.0913559432396,325.5849171110262,768.7544269643395,up,2.4868522760490075
2025-02,Tcl,0,15.257271069048342,137.57571071614237,330.0596475501893,down,0.8974865334734319
2025-03,Tcl,0,16.239569508175595,146.4331535240139,351.309651901568,down,0.9552687945985643
2025-04,Tcl,0,16.152488747158394,145.64794117952414,349.42583892088066,down,0.9501463968916702
2025-05,Tcl,0,14.746041488599111,132.9659235169034,319.0002481086594,down,0.8674142052117125
2025-06,Tcl,0,14.54358383769169,131.1403509693976,314.62049365585267,down,0.8555049316289228
2025-07,Tcl,1,17.314732261894576,156.12795931916585,374.56858450790287,down,1.0185136624643867
2025-08,Tcl,1,17.78087005766248,160.33115124347535,384.65251602387957,down,1.0459335328036752
2025-09,Tcl,1,17.830994388390447,160.78312528213948,385.7368527220277,up,1.0488820228464968
2025-10,Tcl,1,17.38607950246373,156.7713015842744,376.1120351662389,up,1.0227105589684546
2025-11,Tcl,1,17.33248860012899,156.28806926551604,374.9527063284375,up,1.019558152948764
2025-12,Tcl,1,19.255359776120393,173.62671176949974,416.5500653685904,up,1.1326682221247293
2026-01,Tcl,1,18.15950537751421,163.7453281952443,392.8435116255662,up,1.0682061986773064
2025-02,HTML,0,29.949320796076687,276.96074837360095,630.5477148663405,down,0.8808623763551966
2025-03,HTML,0,31.105120019772603,287.64917166520297,654.8817077574654,down,0.9148564711697824
2025-04,HTML,0,26.36911882933599,243.85230418587713,555.1707744589289,down,0.7755623185098821
2025-05,HTML,0,33.080254893701564,305.91452187287194,696.4658488399526,down,0.9729486733441637
2025-06,HTML,0,28.798874103501653,266.3218234006762,606.3264132208703,down,0.8470257089265192
2025-07,HTML,1,35.017037358673754,323.82520253865295,737.2425250723362,down,1.0299128634904045
2025-08,HTML,0,33.828817985132964,312.8369691436914,712.2259640675803,down,0.994965234856852
2025-09,HTML,1,35.52932723493325,328.56267850610925,748.0281857230079,up,1.0449802127921544
2025-10,HTML,1,36.71919784737108,339.5661819756004,773.0795116201069,up,1.07997640727562
2025-11,HTML,1,36.03045223891877,333.1969056753188,758.5787831230949,up,1.059719183497611
2025-12,HTML,1,36.938972587622544,341.59858120589064,777.7066102175838,up,1.0864403702241925
2026-01,HTML,0,33.485305194002706,309.6602840911274,704.9937063830282,up,0.9848619174706678
2025-02,Markdown,4,26.64818563617056,335.50329559360875,981.11099974849,down,4.749181598525447
2025-03,Markdown,5,32.21844436129906,405.6334044537415,1186.192207950923,down,5.741900975281022
2025-04,Markdown,5,31.23695364133253,393.2763391120638,1150.0564891947768,down,5.566981837069164
2025-05,Markdown,5,31.665587190532783,398.67287793546024,1165.8375669658199,down,5.643371974550397
2025-06,Markdown,5,31.65224978540981,398.5049586844269,1165.3465213444442,down,5.640995011261156
2025-07,Markdown,6,33.86274731387001,426.3353414288822,1246.7308027998179,down,6.03494506583822
2025-08,Markdown,5,31.678678538387484,398.83769930112396,1166.319553452898,down,5.645705086049254
2025-09,Markdown,5,33.45702076055761,421.2272039517332,1231.793095978813,up,5.962637363267694
2025-10,Markdown,6,35.953651398828946,452.6600308787216,1323.7119911321226,up,6.407581437415059
2025-11,Markdown,6,35.22562562695383,443.4941143290543,1296.9081365418292,up,6.277834270150188
2025-12,Markdown,6,39.225344650436035,493.85097284647975,1444.1665046505857,up,6.990655482255928
2026-01,Markdown,6,37.64451716899127,473.94819833751785,1385.9648975346036,up,6.708923851899435
2025-02,Kotlin,2,166.60568109652863,167.18451333416178,297.19513407366065,down,2.7563439887293337
2025-03,Kotlin,2,157.57408597012213,158.12154005556977,281.0843621790561,down,2.6069242164174615
2025-04,Kotlin,2,159.42888658028508,159.98278473402908,284.3929991498321,down,2.637610255923834
2025-05,Kotlin,2,167.17966955482768,167.76049598030312,298.2190281911853,down,2.7658401213114874
